Athlete_Key,Name,Sex,Age,Height,Weight,Team,NOC,Region_Country,Age_Group
13227,"Elisabeth Anne ""Betsy"" Clifford (-Higgins)",F,22.0,162.0,57.0,CANADA,CAN,Canada,20-25
13228,"Elisabeth Anne ""Wiz"" Bachman (-Mccutcheon)",F,25.0,193.0,85.0,UNITED STATES,USA,USA,20-25
13229,Elisabeth Baldauf,F,26.0,175.0,62.0,AUSTRIA,AUT,Austria,26-30
13230,"Elisabeth Bergmann (-Korentschnig, -Salzer)",F,17.0,174.0,49.0,AUSTRIA,AUT,Austria,<20
13231,Elisabeth Bonetsmller,F,21.0,165.0,57.0,GERMANY,GER,Germany,20-25
13232,Elisabeth Cebrin Scheurer,F,21.0,196.0,90.0,SPAIN,ESP,Spain,20-25
13233,Elisabeth Cebrin Scheurer,F,33.0,196.0,90.0,SPAIN,ESP,Spain,30+
13234,Elisabeth Chvez Hernndez,F,25.0,192.0,81.0,SPAIN,ESP,Spain,20-25
13235,Elisabeth Demleitner (-Seitz),F,19.0,178.0,84.0,WEST GERMANY,FRG,Germany,<20
13236,Elisabeth Demleitner (-Seitz),F,23.0,178.0,84.0,WEST GERMANY,FRG,Germany,20-25
13237,Elisabeth Demleitner (-Seitz),F,27.0,178.0,84.0,WEST GERMANY,FRG,Germany,26-30
13238,Elisabeth Eberl,F,24.0,170.0,69.0,AUSTRIA,AUT,Austria,20-25
13239,"Elisabeth Johanna Maria ""Lies"" Bonnier (-Burg)",F,27.0,175.0,70.0,NETHERLANDS,NED,Netherlands,26-30
13240,Elisabeth Jurema Faro Cailo,F,21.0,175.0,66.0,ANGOLA,ANG,Angola,20-25
13241,"Elisabeth Maria ""Bep"" De Waard",F,34.0,175.0,70.0,NETHERLANDS ANTILLES,AHO,Curacao,30+
13242,Elisabeth Ulla Johanna Kesdotter Ahlgren (-Borglin),F,23.0,175.0,70.0,SWEDEN,SWE,Sweden,20-25
13243,Elisabetta Biavaschi,F,24.0,171.0,63.0,ITALY,ITA,Italy,20-25
13244,Elisabetta Dessy (-Dibiasi-),F,18.0,180.0,58.0,ITALY,ITA,Italy,<20
13245,Elisabetta Durelli,F,16.0,175.0,70.0,ITALY,ITA,Italy,<20
13246,Elisabetta Fanton,F,19.0,170.0,60.0,ITALY,ITA,Italy,<20
13247,Elisardo De La Torre Allariz,M,24.0,175.0,65.0,SPAIN,ESP,Spain,20-25
13248,Elise Chabbey,F,19.0,164.0,56.0,SWITZERLAND,SUI,Switzerland,<20
13249,Elise Christie,F,19.0,160.0,54.0,GREAT BRITAIN,GBR,UK,<20
13250,Elise Christie,F,23.0,160.0,54.0,GREAT BRITAIN,GBR,UK,20-25
13251,Elisngela Almeida De Oliveira,F,21.0,184.0,78.0,BRAZIL,BRA,Brazil,20-25
13252,Elisngela Almeida De Oliveira,F,25.0,184.0,78.0,BRAZIL,BRA,Brazil,20-25
13253,Elisngela Maria Adriano,F,23.0,180.0,96.0,BRAZIL,BRA,Brazil,20-25
13254,Elisngela Maria Adriano,F,32.0,180.0,96.0,BRAZIL,BRA,Brazil,30+
13255,Elisngela Maria Adriano,F,36.0,180.0,96.0,BRAZIL,BRA,Brazil,30+
13256,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,GREAT BRITAIN,GBR,UK,<20
13257,Eliudis Bentez,M,21.0,185.0,90.0,PUERTO RICO,PUR,Puerto Rico,20-25
13258,Eliza Biakowska,F,15.0,162.0,46.0,POLAND,POL,Poland,<20
13259,Eliza Biakowska,F,19.0,162.0,46.0,POLAND,POL,Poland,<20
13260,Eliza-Iulia Buceschi,F,23.0,178.0,70.0,ROMANIA,ROU,Romania,20-25
13261,"Elizabeth ""Bessey"" De Ltourdie",F,18.0,164.0,53.0,SEYCHELLES,SEY,Seychelles,<20
13262,"Elizabeth ""Betsey"" Armstrong",F,25.0,188.0,77.0,UNITED STATES,USA,USA,20-25
13263,"Elizabeth ""Betsey"" Armstrong",F,29.0,188.0,77.0,UNITED STATES,USA,USA,26-30
13264,"Elizabeth ""Betty"" Baxter",F,24.0,176.0,71.0,CANADA,CAN,Canada,20-25
13265,"Elizabeth ""Betty"" Carnegy-Arbuthnott",F,30.0,175.0,70.0,GREAT BRITAIN,GBR,UK,26-30
13266,"Elizabeth ""Betty"" Carnegy-Arbuthnott",F,42.0,175.0,70.0,GREAT BRITAIN,GBR,UK,30+
13267,"Elizabeth ""Elly"" Dammers",F,26.0,175.0,70.0,NETHERLANDS,NED,Netherlands,26-30
13268,"Elizabeth ""Lisa"" Brown-Miller",F,31.0,155.0,57.0,UNITED STATES,USA,USA,30+
13269,"Elizabeth ""Liz"" Appleby (-Levin)",F,17.0,175.0,70.0,CANADA,CAN,Canada,<20
13270,"Elizabeth ""Liz"" Ashton (-Eriksen)",F,34.0,161.0,60.0,CANADA,CAN,Canada,30+
13271,"Elizabeth ""Liz"" Brett",F,21.0,182.0,79.0,AUSTRALIA,AUS,Australia,20-25
13272,"Elizabeth ""Liz"" Chase",F,30.0,168.0,65.0,ZIMBABWE,ZIM,Zimbabwe,26-30
13273,"Elizabeth ""Liz"" Couch",F,27.0,158.0,57.0,NEW ZEALAND,NZL,New Zealand,26-30
13274,"Elizabeth ""Liz"" Czenczek",F,24.0,170.0,64.0,CANADA,CAN,Canada,20-25
13275,"Elizabeth A. ""Libby"" Callahan",F,40.0,157.0,64.0,UNITED STATES,USA,USA,30+
13276,"Elizabeth A. ""Libby"" Callahan",F,44.0,157.0,64.0,UNITED STATES,USA,USA,30+
13277,"Elizabeth A. ""Libby"" Callahan",F,52.0,157.0,64.0,UNITED STATES,USA,USA,30+
13278,"Elizabeth A. ""Libby"" Callahan",F,56.0,157.0,64.0,UNITED STATES,USA,USA,30+
13279,Elizabeth Adhiambo Andiego,F,25.0,172.0,70.0,KENYA,KEN,Kenya,20-25
13280,"Elizabeth Alberta ""Betty"" Edwards (-Tancock)",F,21.0,175.0,70.0,CANADA,CAN,Canada,20-25
13281,"Elizabeth Alyse ""Betty"" Cuthbert",F,18.0,169.0,57.0,AUSTRALIA,AUS,Australia,<20
13282,"Elizabeth Alyse ""Betty"" Cuthbert",F,22.0,169.0,57.0,AUSTRALIA,AUS,Australia,20-25
13283,"Elizabeth Alyse ""Betty"" Cuthbert",F,26.0,169.0,57.0,AUSTRALIA,AUS,Australia,26-30
13284,"Elizabeth Ann ""Betsy"" Beard (-Stillings)",F,22.0,155.0,42.0,UNITED STATES,USA,USA,20-25
13285,"Elizabeth Ann ""Betsy"" Beard (-Stillings)",F,27.0,155.0,42.0,UNITED STATES,USA,USA,26-30
13286,"Elizabeth Ann ""Liz"" Barnes (-La Ban)",F,24.0,163.0,54.0,GREAT BRITAIN,GBR,UK,20-25
13287,"Elizabeth Ann ""Liz"" Carruthers (-Tweedie)",F,20.0,160.0,51.0,CANADA,CAN,Canada,20-25
13288,"Elizabeth Anna ""Betty"" Becker-Pinkston (-Campbell)",F,21.0,155.0,70.0,UNITED STATES,USA,USA,20-25
13289,"Elizabeth Anna ""Betty"" Becker-Pinkston (-Campbell)",F,25.0,155.0,70.0,UNITED STATES,USA,USA,20-25
13290,"Elizabeth Anne ""Beth"" Beglin",F,27.0,165.0,58.0,UNITED STATES,USA,USA,26-30
13291,"Elizabeth Anne ""Beth"" Beglin",F,31.0,165.0,58.0,UNITED STATES,USA,USA,30+
13292,"Elizabeth Anne ""Beth"" Botsford",F,15.0,165.0,49.0,UNITED STATES,USA,USA,<20
13293,"Elizabeth Anne Esther ""Liz"" Ferris",F,19.0,157.0,54.0,GREAT BRITAIN,GBR,UK,<20
13294,Elizabeth Blencowe (-Thompson),F,23.0,171.0,64.0,AUSTRALIA,AUS,Australia,20-25
13295,Elizabeth Bradley,F,27.0,185.0,64.0,UNITED STATES,USA,USA,26-30
13296,Elizabeth Carina Copes,F,27.0,172.0,70.0,ARGENTINA,ARG,Argentina,26-30
13297,Elizabeth Cervantes Quaas,F,22.0,175.0,70.0,MEXICO,MEX,Mexico,20-25
13298,Elizabeth Chesire,F,18.0,162.0,54.0,KENYA,KEN,Kenya,<20
13299,Elizabeth Chvez Pastora,F,24.0,165.0,56.0,HONDURAS,HON,Honduras,20-25
13300,Elizabeth Cui,F,18.0,159.0,58.0,NEW ZEALAND,NZL,New Zealand,<20
13301,"Elizabeth Cynthia ""Beth"" Barr (-Isaak)",F,16.0,178.0,60.0,UNITED STATES,USA,USA,<20
13302,Elizabeth Emma Arnold,F,19.0,162.0,47.0,GREAT BRITAIN,GBR,UK,<20
13303,"Elizabeth Evadna ""Betty"" Brey (Mullen-)",F,24.0,165.0,59.0,UNITED STATES,USA,USA,20-25
13304,Elizabeth Fisher (-Lawson),F,25.0,175.0,70.0,CANADA,CAN,Canada,20-25
13305,"Elizabeth Folake ""Liz"" Cambage",F,20.0,203.0,98.0,AUSTRALIA,AUS,Australia,20-25
13306,"Elizabeth Folake ""Liz"" Cambage",F,24.0,203.0,98.0,AUSTRALIA,AUS,Australia,20-25
13307,Elizabeth Jane Benson (Macadam-),F,25.0,175.0,70.0,SOUTH AFRICA,RSA,South Africa,20-25
13308,"Elizabeth Jane Cain (-Carlow, -Lynch)",F,17.0,175.0,70.0,AUSTRALIA,AUS,Australia,<20
13309,Elizabeth Lyon Beisel,F,15.0,168.0,68.0,UNITED STATES,USA,USA,<20
13310,Elizabeth Lyon Beisel,F,19.0,168.0,68.0,UNITED STATES,USA,USA,<20
13311,Elizabeth Lyon Beisel,F,23.0,168.0,68.0,UNITED STATES,USA,USA,20-25
13312,Elizabeth Mabel Church,F,18.0,175.0,70.0,GREAT BRITAIN,GBR,UK,<20
13313,Elizabeth Mara Bravo Iguez,F,25.0,160.0,49.0,ECUADOR,ECU,Ecuador,20-25
13314,Elizabeth Mara Bravo Iguez,F,29.0,160.0,49.0,ECUADOR,ECU,Ecuador,26-30
13315,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,168.0,55.0,GREAT BRITAIN,GBR,UK,20-25
13316,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,27.0,168.0,55.0,GREAT BRITAIN,GBR,UK,26-30
13317,Elizabeth Mary Coster,F,21.0,176.0,65.0,NEW ZEALAND,NZL,New Zealand,20-25
13318,Elizabeth Mary Coster,F,25.0,176.0,65.0,NEW ZEALAND,NZL,New Zealand,20-25
13319,"Elizabeth Rambo ""Beth"" Anders",F,32.0,174.0,73.0,UNITED STATES,USA,USA,30+
13320,Elizabeth Valerie Davies (-Latham),F,20.0,166.0,70.0,GREAT BRITAIN,GBR,UK,20-25
13321,"Elizebeth Lillian ""Betty"" Burch",F,25.0,166.0,67.0,UNITED STATES,USA,USA,20-25
13322,Elizeu Antnio Ferreira Vinagre Godoy,M,18.0,175.0,70.0,BRAZIL,BRA,Brazil,<20
13323,Eljka Imeija,F,17.0,160.0,44.0,YUGOSLAVIA,YUG,Serbia,<20
13324,Eljka Imeija,F,21.0,160.0,44.0,CROATIA,CRO,Croatia,20-25
13325,Eljko Ajkovski,M,23.0,164.0,70.0,YUGOSLAVIA,YUG,Serbia,20-25
13326,Elka De Levie (-Boas),F,22.0,175.0,70.0,NETHERLANDS,NED,Netherlands,20-25
13327,Elke Barth (-Schmitz),F,19.0,167.0,53.0,WEST GERMANY,FRG,Germany,<20
13328,Elke Blumauer,F,21.0,176.0,70.0,WEST GERMANY,FRG,Germany,20-25
13329,Elke Doris Drll (-Sprink),F,28.0,163.0,58.0,WEST GERMANY,FRG,Germany,26-30
13330,Elke Felicetti,F,21.0,164.0,55.0,ITALY,ITA,Italy,20-25
13331,Elke Felten,F,21.0,172.0,65.0,GERMANY,GER,Germany,20-25
13332,Ella Buchanan,F,65.0,175.0,70.0,UNITED STATES,USA,USA,30+
13333,"Ella Gertrud Auguste ""Ellen"" Brockhft (Rehra-, -Henseler)",F,34.0,175.0,70.0,GERMANY,GER,Germany,30+
13334,Ellen Angelinawaty,F,24.0,165.0,63.0,INDONESIA,INA,Indonesia,20-25
13335,Ellen Becker,F,23.0,180.0,83.0,WEST GERMANY,FRG,Germany,20-25
13336,Ellen Braumller (-Hassauer),F,21.0,170.0,68.0,GERMANY,GER,Germany,20-25
13337,Ellen Fiedler (Neumann-),F,29.0,174.0,66.0,EAST GERMANY,GDR,Germany,26-30
13338,Ellen Louise Elzerman,F,21.0,179.0,63.0,NETHERLANDS,NED,Netherlands,20-25
13339,Ellen Mabel Liederskron Babington (Horne-),F,30.0,175.0,70.0,GREAT BRITAIN,GBR,UK,26-30
13340,Ellen Maria Brusewitz (Holmstrm-),F,33.0,175.0,70.0,SWEDEN,SWE,Sweden,30+
13341,Ellen Marie Estes (-Lee),F,21.0,182.0,77.0,UNITED STATES,USA,USA,20-25
13342,Ellen Marie Estes (-Lee),F,25.0,182.0,77.0,UNITED STATES,USA,USA,20-25
13343,Ellery Harding Clark,M,22.0,180.0,70.0,UNITED STATES,USA,USA,20-25
13344,Ellery Harding Clark,M,30.0,180.0,70.0,UNITED STATES,USA,USA,26-30
13345,Elli Evangelidou,F,24.0,183.0,88.0,CYPRUS,CYP,Cyprus,20-25
13346,Ellie Madison Carpenter,F,16.0,165.0,59.0,AUSTRALIA,AUS,Australia,<20
13347,Elliot Archilla,M,41.0,175.0,70.0,PUERTO RICO,PUR,Puerto Rico,30+
13348,Elliot H. Chenaux,M,17.0,173.0,67.0,PUERTO RICO,PUR,Puerto Rico,<20
13349,Elliot John Bunney,M,21.0,183.0,85.0,GREAT BRITAIN,GBR,UK,20-25
13350,Elliott H. Denman,M,22.0,185.0,73.0,UNITED STATES,USA,USA,20-25
13351,Ellis Chibuye,M,20.0,175.0,69.0,ZAMBIA,ZAM,Zambia,20-25
13352,Ellis Chibuye,M,24.0,175.0,69.0,ZAMBIA,ZAM,Zambia,20-25
13353,Ellis E. Coleman,M,20.0,175.0,60.0,UNITED STATES,USA,USA,20-25
13354,Ellis Ferreira,M,26.0,188.0,86.0,SOUTH AFRICA,RSA,South Africa,26-30
13355,"Ellison Myers ""Tarzan"" Brown",M,21.0,170.0,63.0,UNITED STATES,USA,USA,20-25
13356,"Ellwood Eugene ""Butch"" Cook",M,22.0,175.0,70.0,UNITED STATES,USA,USA,20-25
13357,Elmar Borrmann,M,27.0,176.0,76.0,WEST GERMANY,FRG,Germany,26-30
13358,Elmar Borrmann,M,31.0,176.0,76.0,WEST GERMANY,FRG,Germany,30+
13359,Elmar Borrmann,M,35.0,176.0,76.0,GERMANY,GER,Germany,30+
13360,Elmar Borrmann,M,39.0,176.0,76.0,GERMANY,GER,Germany,30+
13361,"Elmer  ""Ellie"" (Elemr-) Edes",M,34.0,183.0,86.0,UNITED STATES,USA,USA,30+
13362,Elmer Ewert,M,37.0,181.0,70.0,CANADA,CAN,Canada,30+
13363,"Elmer Julius Boeseke, Jr.",M,28.0,175.0,70.0,UNITED STATES,USA,USA,26-30
13364,Elmer Ngel Acevedo,M,19.0,175.0,70.0,EL SALVADOR,ESA,El Salvador,<20
13365,Elmir Eldarovich Alimzhanov,M,25.0,185.0,72.0,KAZAKHSTAN,KAZ,Kazakhstan,20-25
13366,Elna Babkina,F,19.0,176.0,65.0,LATVIA,LAT,Latvia,<20
13367,Elnur Aslanov,M,21.0,175.0,74.0,AZERBAIJAN,AZE,Azerbaijan,20-25
13368,Elodie Bertrand,F,31.0,180.0,69.0,FRANCE,FRA,France,30+
13369,Eloisa Cabada,F,20.0,176.0,68.0,MEXICO,MEX,Mexico,20-25
13370,Eloise Michelle Amberger,F,21.0,165.0,55.0,AUSTRALIA,AUS,Australia,20-25
13371,Eloise Michelle Amberger,F,25.0,165.0,55.0,AUSTRALIA,AUS,Australia,20-25
13372,Elonor Lucien Ernest Duquesne,M,19.0,175.0,70.0,FRANCE,FRA,France,<20
13373,Elonor Lucien Ernest Duquesne,M,23.0,175.0,70.0,FRANCE,FRA,France,20-25
13374,Elonor Lucien Ernest Duquesne,M,27.0,175.0,70.0,FRANCE,FRA,France,26-30
13375,Eloy Abreu Morales,M,20.0,160.0,54.0,CUBA,CUB,Cuba,20-25
13376,Eloy Massey Oliveira De Menezes,M,37.0,175.0,70.0,BRAZIL,BRA,Brazil,30+
13377,Eloy Massey Oliveira De Menezes,M,41.0,175.0,70.0,BRAZIL,BRA,Brazil,30+
13378,Eloy Massey Oliveira De Menezes,M,45.0,175.0,70.0,BRAZIL,BRA,Brazil,30+
13379,Els Callens,F,30.0,177.0,58.0,BELGIUM,BEL,Belgium,26-30
13380,Elsa Devassoigne (-Black-),F,22.0,170.0,52.0,FRANCE,FRA,France,20-25
13381,Elsa Devassoigne (-Black-),F,26.0,170.0,52.0,FRANCE,FRA,France,26-30
13382,Elsa Helena Andersson (-Cordes),F,17.0,175.0,70.0,SWEDEN,SWE,Sweden,<20
13383,Elsa Ingrid Andersson (-Wallin),F,24.0,175.0,70.0,SWEDEN,SWE,Sweden,20-25
13384,Elsa Mara Baquerizo Mcmillan,F,25.0,181.0,68.0,SPAIN,ESP,Spain,20-25
13385,Elsa Mara Baquerizo Mcmillan,F,29.0,181.0,68.0,SPAIN,ESP,Spain,26-30
13386,Elsa Margareta Bjrklund (-Olsson),F,17.0,175.0,70.0,SWEDEN,SWE,Sweden,<20
13387,Elsa Margareta Einarsson,F,18.0,167.0,58.0,SWEDEN,SWE,Sweden,<20
13388,Elsa Maria Meireles Amaral,F,26.0,168.0,59.0,PORTUGAL,POR,Portugal,26-30
13389,Elsa Marisa Branco Barros Rodrigues,F,28.0,160.0,50.0,PORTUGAL,POR,Portugal,26-30
13390,Elsa Marisa Branco Barros Rodrigues,F,32.0,160.0,50.0,PORTUGAL,POR,Portugal,30+
13391,"Elsabeth ""Ellie"" Black",F,16.0,155.0,56.0,CANADA,CAN,Canada,<20
13392,"Elsabeth ""Ellie"" Black",F,20.0,155.0,56.0,CANADA,CAN,Canada,20-25
13393,Else Amann,F,32.0,175.0,70.0,GERMANY,GER,Germany,30+
13394,Else Christophersen (Arneberg-),F,37.0,175.0,70.0,NORWAY,NOR,Norway,30+
13395,Else Christophersen (Arneberg-),F,41.0,175.0,70.0,NORWAY,NOR,Norway,30+
13396,"Else Lilly ""Lilli"" Andersen (-Svanberg)",F,17.0,175.0,70.0,DENMARK,DEN,Denmark,<20
13397,Else Margrethe Ahlmann-Ohlsen,F,20.0,175.0,70.0,DENMARK,DEN,Denmark,20-25
13398,Elsebeth Brehm (-Jrgensen),F,18.0,175.0,70.0,DENMARK,DEN,Denmark,<20
13399,Elsebeth Brehm (-Jrgensen),F,22.0,175.0,70.0,DENMARK,DEN,Denmark,20-25
13400,Elson Viney-Bartel Brechtefeld,M,22.0,155.0,56.0,NAURU,NRU,Nauru,20-25
13401,"Elspeth Catherine Clement (Swain-, -Denning)",F,31.0,163.0,56.0,AUSTRALIA,AUS,Australia,30+
13402,Elston Cawley,M,20.0,184.0,90.0,JAMAICA,JAM,Jamaica,20-25
13403,Elsy Blom-Wirz,F,33.0,175.0,70.0,BELGIUM,BEL,Belgium,30+
13404,"Elta Cartwright (-Stromberg, -Henricksen)",F,20.0,165.0,48.0,UNITED STATES,USA,USA,20-25
13405,"Eltje ""Elt"" Drenth",M,19.0,195.0,85.0,NETHERLANDS,NED,Netherlands,<20
13406,Elva Dryer (Martinez-),F,28.0,165.0,51.0,UNITED STATES,USA,USA,26-30
13407,Elva Dryer (Martinez-),F,32.0,165.0,51.0,UNITED STATES,USA,USA,30+
13408,Elvan Abeylegesse,F,21.0,159.0,40.0,TURKEY,TUR,Turkey,20-25
13409,Elvan Abeylegesse,F,25.0,159.0,40.0,TURKEY,TUR,Turkey,20-25
13410,Elvio Banchero,M,24.0,175.0,70.0,ITALY,ITA,Italy,20-25
13411,Elvira Barbey,F,35.0,175.0,70.0,SWITZERLAND,SUI,Switzerland,30+
13412,Elvira Cabbarova,F,19.0,168.0,59.0,AZERBAIJAN,AZE,Azerbaijan,<20
13413,Elvira Fischer,F,18.0,170.0,64.0,AUSTRIA,AUT,Austria,<20
13414,Elvira Fischer,F,22.0,170.0,64.0,AUSTRIA,AUT,Austria,20-25
13415,Elvira Johanna Maria Becks,F,16.0,175.0,70.0,NETHERLANDS,NED,Netherlands,<20
13416,Elviro Blanc,M,23.0,167.0,61.0,ITALY,ITA,Italy,20-25
13417,Elviro Blanc,M,27.0,167.0,61.0,ITALY,ITA,Italy,26-30
13418,Elvis Fatovi,M,29.0,185.0,87.0,CROATIA,CRO,Croatia,26-30
13419,Elvis Fatovi,M,33.0,185.0,87.0,CROATIA,CRO,Croatia,30+
13420,Elvis Vereance Burrows,M,19.0,183.0,82.0,BAHAMAS,BAH,Bahamas,<20
13421,Elyane Eullia Alfama Duarte Freire De Andrade Boal,F,18.0,170.0,58.0,CAPE VERDE,CPV,Cape Verde,<20
13422,Emad El-Gaindi,M,29.0,186.0,89.0,EGYPT,EGY,Egypt,26-30
13423,Emad El-Geziry,M,18.0,182.0,73.0,EGYPT,EGY,Egypt,<20
13424,Emad El-Shafei,M,28.0,180.0,75.0,EGYPT,EGY,Egypt,26-30
13425,Eman Abdulnabi Ismail El-Gammal,F,26.0,168.0,51.0,EGYPT,EGY,Egypt,26-30
13426,Eman Abdulnabi Ismail El-Gammal,F,30.0,168.0,51.0,EGYPT,EGY,Egypt,26-30
13427,Emanoul B. Aghasi (Agassian-),M,17.0,175.0,70.0,IRAN,IRI,Iran,<20
13428,Emanoul B. Aghasi (Agassian-),M,21.0,175.0,70.0,IRAN,IRI,Iran,20-25
13429,Emanuel Alejandro Andrade Colmenares,M,19.0,189.0,76.0,VENEZUELA,VEN,Venezuela,<20
13430,Emanuel Brouwer,M,26.0,175.0,70.0,NETHERLANDS,NED,Netherlands,26-30
13431,Emanuel Buchmann,M,23.0,181.0,61.0,GERMANY,GER,Germany,20-25
13432,Emanuel Davidson,M,25.0,175.0,70.0,NETHERLANDS,NED,Netherlands,20-25
13433,Emanuel De Jesus R. Da Cos Fernandes,M,41.0,190.0,85.0,ANGOLA,ANG,Angola,30+
13434,Emanuel Fernando Scheffler Rego,M,23.0,190.0,80.0,BRAZIL-2,BRA,Brazil,20-25
13435,Emanuel Fernando Scheffler Rego,M,27.0,190.0,80.0,BRAZIL-2,BRA,Brazil,26-30
13436,Emanuel Fernando Scheffler Rego,M,31.0,190.0,80.0,BRAZIL-1,BRA,Brazil,30+
13437,Emanuel Fernando Scheffler Rego,M,35.0,190.0,80.0,BRAZIL-2,BRA,Brazil,30+
13438,Emanuel Fernando Scheffler Rego,M,39.0,190.0,80.0,BRAZIL-1,BRA,Brazil,30+
13439,Emanuel Moura Couto,M,18.0,184.0,73.0,PORTUGAL,POR,Portugal,<20
13440,Emanuel Moura Couto,M,22.0,184.0,73.0,PORTUGAL,POR,Portugal,20-25
13441,Emanuela Felici,F,19.0,161.0,60.0,SAN MARINO,SMR,San Marino,<20
13442,Emanuela Felici,F,23.0,161.0,60.0,SAN MARINO,SMR,San Marino,20-25
13443,Emanuele Abate,M,27.0,190.0,80.0,ITALY,ITA,Italy,26-30
13444,Emanuele Beraudo Di Pralormo,M,36.0,175.0,70.0,ITALY,ITA,Italy,30+
13445,Emanuele Birarelli,M,27.0,202.0,95.0,ITALY,ITA,Italy,26-30
13446,Emanuele Birarelli,M,31.0,202.0,95.0,ITALY,ITA,Italy,30+
13447,Emanuele Birarelli,M,35.0,202.0,95.0,ITALY,ITA,Italy,30+
13448,Emanuele Di Gregorio,M,27.0,173.0,64.0,ITALY,ITA,Italy,26-30
13449,Emanuil Atanasov Dyulgerov,M,25.0,178.0,95.0,BULGARIA,BUL,Bulgaria,20-25
13450,Embark Bouchaib El-Maachi,M,25.0,167.0,61.0,MOROCCO,MAR,Morocco,20-25
13451,Emeka Ezeugo,M,22.0,184.0,78.0,NIGERIA,NGR,Nigeria,20-25
13452,Emel Dereli,F,20.0,181.0,110.0,TURKEY,TUR,Turkey,20-25
13453,Emelie Anna Berggren,F,19.0,170.0,66.0,SWEDEN,SWE,Sweden,<20
13454,Emeric Arus,M,22.0,183.0,73.0,ROMANIA,ROU,Romania,20-25
13455,Emerico Biach,M,30.0,175.0,70.0,ITALY,ITA,Italy,26-30
13456,Emerito Concepcin,M,30.0,175.0,70.0,PHILIPPINES,PHI,Philippines,26-30
13457,Emerson Duarte,M,44.0,182.0,80.0,BRAZIL,BRA,Brazil,30+
13458,Emese Drfler-Antal,F,22.0,167.0,55.0,AUSTRIA,AUT,Austria,20-25
13459,Emese Drfler-Antal,F,26.0,167.0,55.0,AUSTRIA,AUT,Austria,26-30
13460,Emesia Chizunga,F,18.0,160.0,55.0,MALAWI,MAW,Malawi,<20
13461,Emidio Cavigioli,M,23.0,183.0,72.0,ITALY,ITA,Italy,20-25
13462,Emiel Nicolaas Paulus Boersma,M,27.0,205.0,85.0,NETHERLANDS-2,NED,Netherlands,26-30
13463,Emil (Elemr) Bmches Von Boor,M,32.0,175.0,70.0,HUNGARY,HUN,Hungary,30+
13464,Emil Arthur Marius Christensen,M,29.0,175.0,70.0,DENMARK,DEN,Denmark,26-30
13465,Emil Beeler,M,22.0,178.0,68.0,SWITZERLAND,SUI,Switzerland,20-25
13466,Emil Benecke,M,29.0,173.0,70.0,GERMANY,GER,Germany,26-30
13467,Emil Benecke,M,33.0,173.0,70.0,GERMANY,GER,Germany,30+
13468,Emil Bergman,M,19.0,175.0,70.0,SWEDEN,SWE,Sweden,<20
13469,Emil Beyer,M,27.0,175.0,70.0,UNITED STATES,USA,USA,26-30
13470,Emil Beyer,M,27.0,175.0,70.0,"NEW YORK TURNVEREIN, NEW YORK",USA,USA,26-30
13471,Emil Bildstein,M,21.0,190.0,87.0,GERMANY,GER,Germany,20-25
13472,Emil Bildstein,M,25.0,190.0,87.0,GERMANY,GER,Germany,20-25
13473,Emil Bildstein,M,29.0,190.0,87.0,GERMANY,GER,Germany,26-30
13474,Emil Bondev,M,26.0,183.0,79.0,BULGARIA,BUL,Bulgaria,26-30
13475,Emil Bottlang,M,23.0,175.0,70.0,SWITZERLAND,SUI,Switzerland,20-25
13476,Emil Bottlang,M,35.0,175.0,70.0,SWITZERLAND,SUI,Switzerland,30+
13477,Emil Cirl,M,25.0,175.0,70.0,CZECHOSLOVAKIA,TCH,Czech Republic,20-25
13478,Emil Coppetti,M,25.0,175.0,70.0,SWITZERLAND-1,SUI,Switzerland,20-25
13479,Emil Egli,M,22.0,174.0,75.0,SWITZERLAND,SUI,Switzerland,20-25
13480,Emil Egli,M,22.0,174.0,75.0,SWITZERLAND-2,SUI,Switzerland,20-25
13481,Emil Fredrik Fick,M,36.0,175.0,70.0,SWEDEN,SWE,Sweden,30+
13482,Emil Fredrik Fick,M,42.0,175.0,70.0,SWEDEN,SWE,Sweden,30+
13483,Emil Isidor Backenius (-Palasmaa),M,28.0,175.0,70.0,FINLAND,FIN,Finland,26-30
13484,Emil Johannes Collan,M,29.0,175.0,70.0,FINLAND,FIN,Finland,26-30
13485,"Emil Marius Eriksen, Sr.",M,25.0,175.0,70.0,NORWAY,NOR,Norway,20-25
13486,Emil Todorov Chuprenski,M,28.0,175.0,62.0,BULGARIA,BUL,Bulgaria,26-30
13487,Emil William Breitkreutz,M,20.0,175.0,70.0,UNITED STATES,USA,USA,20-25
13488,Emile Anner,M,20.0,166.0,54.0,SWITZERLAND,SUI,Switzerland,20-25
13489,Emile Faurie,M,28.0,183.0,68.0,GREAT BRITAIN,GBR,UK,26-30
13490,Emile Faurie,M,36.0,183.0,68.0,GREAT BRITAIN,GBR,UK,30+
13491,Emile Paul Joseph Duson,M,23.0,175.0,70.0,NETHERLANDS,NED,Netherlands,20-25
13492,Emile Rony Bakale,M,16.0,188.0,90.0,CONGO (BRAZZAVILLE),CGO,Republic of Congo,<20
